16	 11	 10	 16	 24	 41	 52	 62
12	 12	 14	 19	 26	 59	 61	 56
14	 13	 16	 24	 41	 58	 70	 57
14	 17	 22	 29	 52	 89	 82	 63
18	 22	 37	 57	 69	 111	 105	 78
24	 35	 56	 65	 83	 106	 115	 94
50	 65	 80	 89	 105	 124	 123	 103
73	 94	 97	 100	 114	 102	 105	 101
17	 18	 24	 48	 101	 101	 101	 101
18	 21	 26	 67	 101	 101	 101	 101
24	 26	 57	 101	 101	 101	 101	 101
48	 67	 101	 101	 101	 101	 101	 101
101	 101	 101	 101	 101	 101	 101	 101
101	 101	 101	 101	 101	 101	 101	 101
101	 101	 101	 101	 101	 101	 101	 101
101	 101	 101	 101	 101	 101	 101	 101
